name,schema,description
G_LVR_LAND_C.CSV,schema-main-rent.csv,宜蘭縣不動產租賃
G_LVR_LAND_C_BUILD.CSV,schema-build.csv,宜蘭縣建物不動產租賃
G_LVR_LAND_C_LAND.CSV,schema-land.csv,宜蘭縣土地不動產租賃
H_LVR_LAND_A.CSV,schema-main.csv,桃園縣不動產買賣
H_LVR_LAND_A_BUILD.CSV,schema-build.csv,桃園縣建物不動產買賣
H_LVR_LAND_A_LAND.CSV,schema-land.csv,桃園縣土地不動產買賣
H_LVR_LAND_A_PARK.CSV,schema-park.csv,桃園縣停車場不動產買賣
H_LVR_LAND_B.CSV,schema-main.csv,桃園縣預售屋買賣
H_LVR_LAND_B_LAND.CSV,schema-land.csv,桃園縣土地預售屋買賣
H_LVR_LAND_B_PARK.CSV,schema-park.csv,桃園縣停車場預售屋買賣
H_LVR_LAND_C.CSV,schema-main-rent.csv,桃園縣不動產租賃
H_LVR_LAND_C_BUILD.CSV,schema-build.csv,桃園縣建物不動產租賃
H_LVR_LAND_C_LAND.CSV,schema-land.csv,桃園縣土地不動產租賃
H_LVR_LAND_C_PARK.CSV,schema-park.csv,桃園縣停車場不動產租賃
I_LVR_LAND_A.CSV,schema-main.csv,嘉義市不動產買賣
I_LVR_LAND_A_BUILD.CSV,schema-build.csv,嘉義市建物不動產買賣
I_LVR_LAND_A_LAND.CSV,schema-land.csv,嘉義市土地不動產買賣
I_LVR_LAND_A_PARK.CSV,schema-park.csv,嘉義市停車場不動產買賣
I_LVR_LAND_B.CSV,schema-main.csv,嘉義市預售屋買賣
I_LVR_LAND_C.CSV,schema-main-rent.csv,嘉義市不動產租賃
I_LVR_LAND_C_BUILD.CSV,schema-build.csv,嘉義市建物不動產租賃
I_LVR_LAND_C_LAND.CSV,schema-land.csv,嘉義市土地不動產租賃
J_LVR_LAND_A.CSV,schema-main.csv,新竹縣不動產買賣
J_LVR_LAND_A_BUILD.CSV,schema-build.csv,新竹縣建物不動產買賣
J_LVR_LAND_A_LAND.CSV,schema-land.csv,新竹縣土地不動產買賣
J_LVR_LAND_A_PARK.CSV,schema-park.csv,新竹縣停車場不動產買賣
J_LVR_LAND_B.CSV,schema-main.csv,新竹縣預售屋買賣
J_LVR_LAND_C.CSV,schema-main-rent.csv,新竹縣不動產租賃
J_LVR_LAND_C_BUILD.CSV,schema-build.csv,新竹縣建物不動產租賃
J_LVR_LAND_C_LAND.CSV,schema-land.csv,新竹縣土地不動產租賃
J_LVR_LAND_C_PARK.CSV,schema-park.csv,新竹縣停車場不動產租賃
K_LVR_LAND_A.CSV,schema-main.csv,苗栗縣不動產買賣
K_LVR_LAND_A_BUILD.CSV,schema-build.csv,苗栗縣建物不動產買賣
K_LVR_LAND_A_LAND.CSV,schema-land.csv,苗栗縣土地不動產買賣
K_LVR_LAND_A_PARK.CSV,schema-park.csv,苗栗縣停車場不動產買賣
K_LVR_LAND_B.CSV,schema-main.csv,苗栗縣預售屋買賣
K_LVR_LAND_C.CSV,schema-main-rent.csv,苗栗縣不動產租賃
K_LVR_LAND_C_BUILD.CSV,schema-build.csv,苗栗縣建物不動產租賃
K_LVR_LAND_C_LAND.CSV,schema-land.csv,苗栗縣土地不動產租賃
M_LVR_LAND_A.CSV,schema-main.csv,南投縣不動產買賣
M_LVR_LAND_A_BUILD.CSV,schema-build.csv,南投縣建物不動產買賣
M_LVR_LAND_A_LAND.CSV,schema-land.csv,南投縣土地不動產買賣
M_LVR_LAND_A_PARK.CSV,schema-park.csv,南投縣停車場不動產買賣
M_LVR_LAND_B.CSV,schema-main.csv,南投縣預售屋買賣
M_LVR_LAND_C.CSV,schema-main-rent.csv,南投縣不動產租賃
M_LVR_LAND_C_BUILD.CSV,schema-build.csv,南投縣建物不動產租賃
M_LVR_LAND_C_LAND.CSV,schema-land.csv,南投縣土地不動產租賃
N_LVR_LAND_A.CSV,schema-main.csv,彰化縣不動產買賣
N_LVR_LAND_A_BUILD.CSV,schema-build.csv,彰化縣建物不動產買賣
N_LVR_LAND_A_LAND.CSV,schema-land.csv,彰化縣土地不動產買賣
N_LVR_LAND_A_PARK.CSV,schema-park.csv,彰化縣停車場不動產買賣
N_LVR_LAND_B.CSV,schema-main.csv,彰化縣預售屋買賣
N_LVR_LAND_C.CSV,schema-main-rent.csv,彰化縣不動產租賃
N_LVR_LAND_C_BUILD.CSV,schema-build.csv,彰化縣建物不動產租賃
N_LVR_LAND_C_LAND.CSV,schema-land.csv,彰化縣土地不動產租賃
O_LVR_LAND_A.CSV,schema-main.csv,新竹市不動產買賣
O_LVR_LAND_A_BUILD.CSV,schema-build.csv,新竹市建物不動產買賣
O_LVR_LAND_A_LAND.CSV,schema-land.csv,新竹市土地不動產買賣
O_LVR_LAND_A_PARK.CSV,schema-park.csv,新竹市停車場不動產買賣
O_LVR_LAND_B.CSV,schema-main.csv,新竹市預售屋買賣
O_LVR_LAND_C.CSV,schema-main-rent.csv,新竹市不動產租賃
O_LVR_LAND_C_BUILD.CSV,schema-build.csv,新竹市建物不動產租賃
O_LVR_LAND_C_LAND.CSV,schema-land.csv,新竹市土地不動產租賃
O_LVR_LAND_C_PARK.CSV,schema-park.csv,新竹市停車場不動產租賃
P_LVR_LAND_A.CSV,schema-main.csv,雲林縣不動產買賣
P_LVR_LAND_A_BUILD.CSV,schema-build.csv,雲林縣建物不動產買賣
P_LVR_LAND_A_LAND.CSV,schema-land.csv,雲林縣土地不動產買賣
P_LVR_LAND_A_PARK.CSV,schema-park.csv,雲林縣停車場不動產買賣
P_LVR_LAND_B.CSV,schema-main.csv,雲林縣預售屋買賣
P_LVR_LAND_B_LAND.CSV,schema-land.csv,雲林縣土地預售屋買賣
P_LVR_LAND_C.CSV,schema-main-rent.csv,雲林縣不動產租賃
P_LVR_LAND_C_BUILD.CSV,schema-build.csv,雲林縣建物不動產租賃
P_LVR_LAND_C_LAND.CSV,schema-land.csv,雲林縣土地不動產租賃
Q_LVR_LAND_A.CSV,schema-main.csv,嘉義縣不動產買賣
Q_LVR_LAND_A_BUILD.CSV,schema-build.csv,嘉義縣建物不動產買賣
Q_LVR_LAND_A_LAND.CSV,schema-land.csv,嘉義縣土地不動產買賣
Q_LVR_LAND_A_PARK.CSV,schema-park.csv,嘉義縣停車場不動產買賣
Q_LVR_LAND_B.CSV,schema-main.csv,嘉義縣預售屋買賣
Q_LVR_LAND_C.CSV,schema-main-rent.csv,嘉義縣不動產租賃
Q_LVR_LAND_C_BUILD.CSV,schema-build.csv,嘉義縣建物不動產租賃
Q_LVR_LAND_C_LAND.CSV,schema-land.csv,嘉義縣土地不動產租賃
T_LVR_LAND_A.CSV,schema-main.csv,屏東縣不動產買賣
T_LVR_LAND_A_BUILD.CSV,schema-build.csv,屏東縣建物不動產買賣
T_LVR_LAND_A_LAND.CSV,schema-land.csv,屏東縣土地不動產買賣
T_LVR_LAND_A_PARK.CSV,schema-park.csv,屏東縣停車場不動產買賣
T_LVR_LAND_B.CSV,schema-main.csv,屏東縣預售屋買賣
T_LVR_LAND_C.CSV,schema-main-rent.csv,屏東縣不動產租賃
T_LVR_LAND_C_BUILD.CSV,schema-build.csv,屏東縣建物不動產租賃
T_LVR_LAND_C_LAND.CSV,schema-land.csv,屏東縣土地不動產租賃
T_LVR_LAND_C_PARK.CSV,schema-park.csv,屏東縣停車場不動產租賃
U_LVR_LAND_A.CSV,schema-main.csv,花蓮縣不動產買賣
U_LVR_LAND_A_BUILD.CSV,schema-build.csv,花蓮縣建物不動產買賣
U_LVR_LAND_A_LAND.CSV,schema-land.csv,花蓮縣土地不動產買賣
U_LVR_LAND_A_PARK.CSV,schema-park.csv,花蓮縣停車場不動產買賣
U_LVR_LAND_B.CSV,schema-main.csv,花蓮縣預售屋買賣
U_LVR_LAND_C.CSV,schema-main-rent.csv,花蓮縣不動產租賃
U_LVR_LAND_C_BUILD.CSV,schema-build.csv,花蓮縣建物不動產租賃
U_LVR_LAND_C_LAND.CSV,schema-land.csv,花蓮縣土地不動產租賃
V_LVR_LAND_A.CSV,schema-main.csv,臺東縣不動產買賣
V_LVR_LAND_A_BUILD.CSV,schema-build.csv,臺東縣建物不動產買賣
V_LVR_LAND_A_LAND.CSV,schema-land.csv,臺東縣土地不動產買賣
V_LVR_LAND_B.CSV,schema-main.csv,臺東縣預售屋買賣
V_LVR_LAND_C.CSV,schema-main-rent.csv,臺東縣不動產租賃
V_LVR_LAND_C_BUILD.CSV,schema-build.csv,臺東縣建物不動產租賃
V_LVR_LAND_C_LAND.CSV,schema-land.csv,臺東縣土地不動產租賃
W_LVR_LAND_A.CSV,schema-main.csv,金門縣不動產買賣
W_LVR_LAND_A_BUILD.CSV,schema-build.csv,金門縣建物不動產買賣
W_LVR_LAND_A_LAND.CSV,schema-land.csv,金門縣土地不動產買賣
W_LVR_LAND_A_PARK.CSV,schema-park.csv,金門縣停車場不動產買賣
W_LVR_LAND_B.CSV,schema-main.csv,金門縣預售屋買賣
W_LVR_LAND_C.CSV,schema-main-rent.csv,金門縣不動產租賃
X_LVR_LAND_A.CSV,schema-main.csv,澎湖縣不動產買賣
X_LVR_LAND_A_BUILD.CSV,schema-build.csv,澎湖縣建物不動產買賣
X_LVR_LAND_A_LAND.CSV,schema-land.csv,澎湖縣土地不動產買賣
X_LVR_LAND_B.CSV,schema-main.csv,澎湖縣預售屋買賣
X_LVR_LAND_C.CSV,schema-main-rent.csv,澎湖縣不動產租賃
X_LVR_LAND_C_BUILD.CSV,schema-build.csv,澎湖縣建物不動產租賃
X_LVR_LAND_C_LAND.CSV,schema-land.csv,澎湖縣土地不動產租賃
Z_LVR_LAND_A.CSV,schema-main.csv,連江縣不動產買賣
Z_LVR_LAND_A_LAND.CSV,schema-land.csv,連江縣土地不動產買賣
Z_LVR_LAND_B.CSV,schema-main.csv,連江縣預售屋買賣
Z_LVR_LAND_C.CSV,schema-main-rent.csv,連江縣不動產租賃
