編號,車位類別,車位價格,車位面積(平方公尺)
RPTNMLLKOHNFFGH98CA,坡道平面,1100000,33.59
RPROMLMLNHNFFHH09CA,坡道平面,0,35.42
RPSOMLMLNHNFFHH56CA,坡道平面,750000,
RPWOMLSLNHNFFAH96DA,坡道平面,1200000,
RPOOMLSLNHNFFAH78DA,坡道平面,0,
RPTNMLMKOHNFFAH58DA,坡道平面,1650000,33.21
RPTNMLMKOHNFFAH58DA,坡道平面,1650000,33.21
RPRNMLMKOHNFFAH38DA,坡道平面,1500000,33.21
RPTOMLMKOHNFFAH68DA,坡道平面,1700000,33.21
RPURMLMKOHNFFAH09DA,坡道平面,1500000,33.21
RPURMLMKOHNFFAH09DA,坡道平面,1500000,33.21
RPSRMLMKOHNFFAH88DA,坡道平面,1600000,33.21
RPSSMLMLNHNFFBH09DA,坡道平面,0,32.59
RPTNMLOLNHNFFHH76CA,坡道平面,0,39.09
RPPOMLOJOHNFFEH78DA,坡道平面,0,25.72
RPVQMLNKOHNFFCH76DA,坡道平面,0,
RPVQMLNKOHNFFCH76DA,坡道平面,0,
RPQNMLKLOHNFFAH28EA,坡道平面,0,33.21
RPQNMLKLOHNFFAH28EA,坡道平面,0,33.21
RPQNMLRLNHNFFHH86DA,坡道平面,1300000,29.88
RPPNMLRLNHNFFFH56DA,坡道平面,0,30.76
RPUNMLOJOHNFFAH78DA,坡道平面,1500000,
RPUNMLNJPHNFFBH98EA,坡道平面,0,
RPRNMLQLNHNFFBH88DA,其他,0,
RPRNMLTLNHNFFCH66DA,一樓平面,0,
RPSNMLPLNHNFFHH76CA,坡道平面,0,
RPWOMLMLNHNFFHH96CA,坡道平面,0,
RPXOMLMLNHNFFHH07CA,坡道平面,0,
RPPOMLNKOHNFFGH88CA,坡道平面,0,
RPVNMLPJOHNFFGH86CA,坡道平面,770000,
RPXNMLPKOHNFFFH07CA,坡道平面,850000,42.50
RPPNMLSJOHNFFFH09CA,坡道平面,1300000,29.25
RPUOMLPKOHNFFFH86CA,坡道平面,1150000,42.50
RPQNMLSJOHNFFFH56CA,坡道平面,1350000,26.93
RPPOMLSJOHNFFHH76CA,坡道平面,1800000,34.81
RPQNMLSJOHNFFHH76CA,坡道平面,1750000,34.81
RPPPMLPJOHNFFEH88CA,坡道平面,1050000,21.77
RPVNMLNLNHNFFFH66CA,坡道平面,700000,19.99
RPUNMLNLNHNFFFH56CA,坡道平面,700000,19.99
RPUNMLNLNHNFFFH56CA,坡道平面,600000,19.98
RPQPMLNLNHNFFEH88CA,坡道平面,0,
RPWPMLMLNHNFFEH76CA,坡道平面,1450000,37.10
RPUNMLPJOHNFFEH56CA,坡道平面,900000,14.71
RPUPMLRJOHNFFEH96CA,坡道平面,2100000,28.77
RPUPMLRJOHNFFEH96CA,坡道平面,2100000,28.77
RPQOMLPLNHNFFFH09CA,坡道平面,1200000,33.00
RPOOMLPLNHNFFFH88CA,坡道平面,800000,29.96
RPWOMLLKOHNFFDH09CA,坡道平面,1300000,29.13
RPQNMLOLNHNFFEH78CA,坡道平面,0,
RPXNMLPJOHNFFDH76CA,坡道平面,0,34.25
RPOOMLOLNHNFFEH68CA,坡道平面,950000,31.19
RPOOMLOLNHNFFEH68CA,坡道平面,950000,31.19
RPOOMLMKOHNFFCH28CA,坡道平面,1100000,30.82
RPTNMLLMNHNFFCH68CA,坡道平面,1200000,24.58
RPTPMLPLNHNFFCH56CA,坡道平面,0,13.00
RPOOMLNLNHNFFCH38CA,坡道平面,1200000,29.94
RPWNMLOLNHNFFCH56CA,坡道平面,0,
RPSPMLKLOHNFFBH58CA,坡道平面,1300000,25.85
RPVVMLTKOHNFFBH67CA,坡道平面,0,22.62
RPWPMLSLNHNFFBH07CA,坡道平面,0,41.38
RPWOMLTLNHNFFBH07CA,坡道平面,0,
RPVNMLNLNHNFFBH88CA,坡道平面,1250000,
RPXNMLNLNHNFFBH09CA,坡道平面,1400000,
RPXNMLNLNHNFFBH09CA,坡道平面,1400000,
RPXNMLNLNHNFFBH09CA,坡道平面,1400000,
RPUOMLNLNHNFFBH88CA,坡道平面,1250000,
RPXOMLNLNHNFFBH56CA,坡道平面,1350000,
RPXOMLNLNHNFFBH56CA,坡道平面,1250000,
RPPPMLNLNHNFFBH48CA,坡道平面,1400000,
RPOPMLNLNHNFFBH38CA,坡道平面,1400000,
RPOOMLKLOHNFFAH97CA,坡道平面,1450000,28.37
RPQOMLKLOHNFFAH18CA,坡道平面,1550000,28.37
RPXPMLOLNHNFFAH66CA,坡道機械,0,
RPPOMLSJOHNFFAH68CA,坡道平面,1800000,25.37
RPWOMLPLNHNFFAH56CA,坡道平面,1450000,31.52
RPTOMLPLNHNFFAH88CA,坡道平面,1450000,31.52
RPRNMLPLNHNFFAH58CA,坡道平面,0,
RPRNMLPLNHNFFAH58CA,坡道平面,0,
RPUOMLKMNHNFFAH58CA,坡道平面,0,27.22
RPUOMLKMNHNFFAH58CA,坡道平面,0,27.22
RPUNMLKMNHNFFAH48CA,坡道平面,0,
RPSOMLLJOHNFFAH28CA,坡道平面,0,
RPOQMLOLNHNFFBH58CA,坡道平面,0,28.90
RPPNMLSLNHNFFAH68CA,坡道平面,0,18.23
RPPNMLSLNHNFFAH68CA,坡道平面,0,18.23
RPQQMLSLNHNFFAH09CA,坡道平面,0,33.93
RPTOMLKLOHNFFAH48CA,坡道平面,1350000,27.14
RPWOMLOJOHNFFAH98CA,坡道平面,0,
RPTPMLNLNHNFFBH88CA,坡道平面,1400000,
RPSPMLNLNHNFFBH78CA,坡道平面,1400000,
RPSPMLNLNHNFFBH78CA,坡道平面,1400000,
RPQPMLNLNHNFFBH58CA,坡道平面,1400000,
RPPPMLNKOHNFFAH38CA,升降機械,0,
RPPPMLNKOHNFFAH38CA,升降機械,0,
RPOQMLPJOHNFFAH48CA,坡道機械,0,
RPRVMLSJOHNFFAH96CA,坡道平面,1350000,33.02
RPOQMLNLNHNFFBH48CA,坡道平面,1300000,
RPOQMLNLNHNFFBH48CA,坡道平面,1300000,
RPXPMLNLNHNFFBH66CA,坡道平面,1250000,
RPQQMLOKOHNFFAH68CA,坡道平面,0,
RPQQMLOKOHNFFAH68CA,坡道平面,0,
RPUPMLNLNHNFFBH98CA,坡道平面,1400000,
RPUPMLNLNHNFFBH98CA,坡道平面,1400000,
RPWPMLNLNHNFFBH56CA,坡道平面,1400000,
RPWPMLNLNHNFFBH56CA,坡道平面,1300000,
RPSQMLNLNHNFFBH88CA,坡道平面,1350000,
RPWQMLNLNHNFFBH66CA,坡道平面,1400000,
RPWQMLNLNHNFFBH66CA,坡道平面,1400000,
RPPQMLOLNHNFFBH68CA,坡道平面,1700000,26.47
RPPQMLOLNHNFFBH68CA,坡道平面,1700000,26.47
RPSPMLOLNHNFFBH88CA,坡道平面,1300000,33.53
RPSPMLOLNHNFFBH88CA,坡道平面,1300000,33.53
RPRSMLNLNHNFFBH98CA,坡道平面,1400000,29.09
RPRSMLNLNHNFFBH98CA,坡道平面,1400000,29.09
RPTPMLOLNHNFFBH98CA,坡道平面,1200000,34.34
RPUOMLPLNHNFFBH09CA,坡道平面,0,44.75
RPSQMLPLNHNFFBH09CA,坡道平面,1300000,39.03
RPSQMLPLNHNFFBH09CA,坡道平面,1300000,39.03
RPRPMLPLNHNFFBH88CA,坡道平面,1400000,39.03
RPQPMLPLNHNFFBH78CA,坡道平面,1500000,33.53
RPQPMLPLNHNFFBH78CA,坡道平面,1500000,33.53
RPTNMLLMNHNFFBH58CA,坡道平面,0,41.85
RPTNMLLMNHNFFBH58CA,坡道平面,0,41.85
RPUPMLQJOHNFFBH56CA,坡道平面,0,29.60
RPVPMLKLOHNFFBH88CA,坡道平面,1200000,29.10
RPUPMLKLOHNFFBH78CA,坡道平面,1300000,25.85
RPUOMLMLOHNFFBH88CA,坡道平面,0,30.21
RPOQMLKLOHNFFBH28CA,坡道平面,1300000,29.10
RPUQMLLKOHNFFBH88CA,坡道平面,1450000,35.61
RPOPMLLKOHNFFBH18CA,坡道平面,1350000,35.61
RPOPMLLKOHNFFBH18CA,坡道平面,1350000,35.61
RPSPMLLKOHNFFBH58CA,坡道平面,1400000,35.61
RPSPMLLKOHNFFBH58CA,坡道平面,1400000,35.61
RPRPMLLKOHNFFBH48CA,坡道平面,1450000,35.61
RPTPMLLKOHNFFBH68CA,坡道平面,1450000,35.61
RPTPMLLKOHNFFBH68CA,坡道平面,1450000,35.61
RPVPMLLKOHNFFBH88CA,坡道平面,1450000,35.61
RPOQMLLKOHNFFBH28CA,坡道平面,1450000,35.61
RPRQMLLKOHNFFBH58CA,坡道平面,1350000,35.61
RPWOMLQJOHNFFAH56CA,坡道平面,0,
RPPPMLPLNHNFFCH78CA,坡道平面,1100000,37.91
RPQPMLPLNHNFFCH88CA,坡道平面,1100000,37.91
RPSNMLLMNHNFFCH58CA,坡道平面,1050000,22.91
RPVNMLLMNHNFFCH88CA,坡道平面,1100000,22.91
RPQOMLTLNHNFFCH56CA,坡道平面,0,
RPUNMLLMNHNFFCH78CA,坡道平面,1100000,24.58
RPPPMLMKOHNFFBH38CA,其他,0,
RPWNMLLMNHNFFCH98CA,坡道平面,1200000,24.58
RPTNMLPLNHNFFDH09CA,坡道平面,0,
RPTNMLPLNHNFFDH09CA,坡道平面,0,
RPPOMLLJOHNFFCH18CA,坡道平面,1050000,22.91
RPVNMLOKOHNFFCH09CA,坡道平面,600000,
RPUOMLTLNHNFFDH07CA,坡道平面,0,
RPUOMLTLNHNFFDH07CA,坡道平面,0,
RPUNMLPLNHNFFEH66CA,坡道平面,1500000,28.98
RPQQMLPLNHNFFEH56CA,坡道平面,0,36.51
RPXNMLPKOHNFFDH86CA,坡道平面,0,
RPXNMLLJOHNFFEH09CA,坡道平面,0,
RPSNMLMKOHNFFEH78CA,坡道平面,0,
RPUNMLLJOHNFFFH88CA,坡道平面,0,
RPUOMLOKOHNFFEH66CA,坡道平面,1400000,40.02
RPUOMLKLOHNFFEH98CA,坡道平面,1400000,36.15
RPUOMLKLOHNFFEH98CA,坡道平面,1400000,36.15
RPUOMLKLOHNFFEH98CA,坡道平面,1400000,36.15
RPUOMLKLOHNFFEH98CA,坡道平面,1600000,36.15
RPUOMLKLOHNFFEH98CA,坡道平面,1600000,36.15
RPUOMLKLOHNFFEH98CA,坡道平面,1600000,36.15
RPRNMLSJOHNFFFH66CA,坡道平面,1300000,29.25
RPROMLKLOHNFFEH68CA,坡道平面,1600000,36.15
RPROMLKLOHNFFEH68CA,坡道平面,1600000,36.15
RPROMLKLOHNFFEH68CA,坡道平面,1600000,36.15
RPROMLKLOHNFFEH68CA,坡道平面,1600000,36.15
RPROMLKLOHNFFEH68CA,坡道平面,1600000,36.15
RPROMLKLOHNFFEH68CA,坡道平面,1600000,36.15
RPSNMLSJOHNFFFH76CA,坡道平面,1350000,26.93
RPWPMLMJPHNFFEH76CA,坡道平面,0,
RPPNMLKMNHNFFFH48CA,坡道平面,0,36.26
RPTNMLSJOHNFFFH86CA,坡道平面,0,26.93
RPTNMLSJOHNFFFH86CA,坡道平面,0,26.93
RPPOMLOKOHNFFFH88CA,坡道平面,1400000,23.77
RPQOMLKMNHNFFEH58CA,坡道平面,0,
RPXNMLKMNHNFFEH56CA,坡道平面,0,28.77
RPXNMLKMNHNFFEH56CA,坡道平面,0,28.77
RPVQMLTKOHNFFGH67CA,坡道平面,1500000,34.90
RPSRMLTKOHNFFGH47CA,坡道平面,1300000,34.90
RPSQMLTKOHNFFGH37CA,坡道平面,1200000,34.90
RPXQMLTKOHNFFGH87CA,坡道平面,1300000,34.90
RPTQMLTKOHNFFGH47CA,坡道平面,1300000,34.90
RPUQMLTKOHNFFGH57CA,坡道平面,1500000,34.90
RPWQMLTKOHNFFGH77CA,坡道平面,1300000,34.90
RPTRMLTKOHNFFGH57CA,坡道平面,1300000,34.90
RPQOMLNKOHNFFFH88CA,坡道平面,0,
RPRQMLTKOHNFFGH27CA,坡道平面,1500000,34.90
RPQPMLNJPHNFFGH09CA,坡道平面,1300000,34.90
RPPPMLNJPHNFFGH98CA,坡道平面,1500000,34.90
RPSPMLNJPHNFFGH66CA,坡道平面,1300000,34.90
RPRPMLNJPHNFFGH56CA,坡道平面,1300000,34.90
RPXPMLNJPHNFFGH17CA,坡道平面,1300000,34.90
RPOQMLNJPHNFFGH98CA,坡道平面,1300000,34.90
RPPQMLNJPHNFFGH09CA,坡道平面,1300000,34.90
RPTQMLNJPHNFFGH86CA,坡道平面,1300000,34.90
RPWPMLNJPHNFFGH07CA,坡道平面,1400000,33.80
RPSQMLNJPHNFFGH76CA,坡道平面,1300000,34.90
RPQQMLNJPHNFFGH56CA,坡道平面,1400000,33.80
RPRQMLNJPHNFFGH66CA,坡道平面,1200000,33.80
RPVQMLNJPHNFFGH07CA,坡道平面,1500000,34.90
RPWQMLNJPHNFFGH17CA,坡道平面,1300000,34.90
RPRRMLNJPHNFFGH76CA,坡道平面,1200000,33.80
RPPRMLNJPHNFFGH56CA,坡道平面,1300000,34.90
RPXQMLNJPHNFFGH27CA,坡道平面,1300000,34.90
RPORMLNJPHNFFGH09CA,坡道平面,1200000,33.80
RPQRMLNJPHNFFGH66CA,坡道平面,1300000,34.90
RPSRMLNJPHNFFGH86CA,坡道平面,1300000,34.90
RPTRMLNJPHNFFGH96CA,坡道平面,1200000,33.80
RPTPMLNJPHNFFGH76CA,坡道平面,1300000,34.90
RPUNMLPLNHNFFHH96CA,坡道平面,0,23.40
RPRNMLOLNHNFFHH56CA,升降機械,0,15.42
RPWNMLOKOHNFFGH96CA,坡道平面,1350000,38.28
RPTNMLSJOHNFFHH07CA,坡道平面,1750000,40.23
RPUNMLSJOHNFFHH17CA,坡道平面,1650000,38.19
RPPNMLTLNHNFFHH86CA,坡道平面,0,
RPVNMLOJOHNFFAH88DA,坡道平面,1300000,
RPQOMLSLNHNFFAH98DA,坡道平面,1200000,
RPRNMLQLNHNFFAH78DA,坡道平面,1250000,36.60
RPRQMLKMNHNFFBH68DA,坡道平面,1300000,29.84
RPXOMLLJOHNFFBH98DA,坡道平面,1500000,37.34
RPUNMLOJOHNFFEH56DA,坡道平面,1100000,35.61
RPRNMLQLOHNFFAH98EA,坡道平面,0,
RPTPMLQLOHNFFAH76EA,坡道平面,0,30.84
RPSNMLOLNHNFFFH56DA,坡道平面,1200000,20.68
RPRNMLOJOHNFFHH56DA,坡道平面,1000000,
RPWNMLLJOHNFFGH66DA,坡道平面,1200000,37.21
RPWNMLLJOHNFFGH66DA,坡道平面,1200000,37.21
RPRNMLLJOHNFFFH68DA,坡道平面,1000000,
RPRNMLOJOHNFFEH88DA,坡道平面,1200000,39.65
RPUPMLLMNHNFFBH98DA,坡道平面,1400000,32.67
RPVNMLPKOHNFFHH07CA,坡道平面,780000,27.50
RPOQMLSLNHNFFBH09DA,坡道平面,0,
RPQSMLLJOHNFFAH58DA,坡道平面,1300000,
RPTNMLPLNHNFFHH86CA,坡道平面,0,31.49
RPVNMLPJOHNFFFH86DA,坡道平面,1200000,30.21
RPOOMLSLNHNFFHH76CA,坡道平面,0,26.81
RPUOMLSLNHNFFFH17CA,坡道平面,1350000,25.84
RPSNMLQKOHNFFFH66CA,坡道平面,1200000,31.92
RPVNMLKMNHNFFFH09CA,坡道平面,0,
RPSPMLQJOHNFFAH98DA,坡道平面,0,
RPROMLSLNHNFFFH86CA,坡道平面,1350000,25.84
RPQPMLPLNHNFFFH56CA,坡道平面,0,
RPSQMLPLNHNFFEH76CA,坡道平面,1550000,37.10
RPPNMLTLNHNFFEH56CA,坡道平面,1500000,31.66
RPPNMLTLNHNFFEH56CA,坡道平面,1500000,31.67
RPPQMLPLNHNFFEH09CA,坡道平面,0,42.29
RPPNMLKLOHNFFDH28CA,坡道平面,0,
RPWOMLPLNHNFFEH96CA,坡道平面,0,34.72
RPSOMLLKOHNFFDH68CA,坡道平面,1100000,31.70
RPVOMLTLNHNFFDH17CA,一樓平面,0,
RPTNMLKMNHNFFDH68CA,坡道平面,1300000,41.85
RPTNMLKMNHNFFDH68CA,坡道平面,1300000,41.85
RPPNMLKLOHNFFCH18CA,坡道平面,0,32.55
RPVOMLLKOHNFFCH88CA,坡道平面,0,24.79
RPVOMLLKOHNFFCH88CA,坡道平面,0,24.79
RPUNMLNKOHNFFBH78CA,坡道平面,0,23.67
RPUNMLNKOHNFFBH78CA,坡道平面,0,23.67
RPUNMLKLOHNFFBH58CA,坡道平面,1700000,25.98
RPXRMLMLOHNFFBH86CA,坡道平面,0,11.08
RPXRMLMLOHNFFBH86CA,坡道平面,0,11.08
RPQRMLMLOHNFFBH78CA,坡道平面,0,20.93
RPURMLMLOHNFFBH56CA,坡道平面,0,19.84
RPWQMLQJOHNFFBH86CA,坡道平面,0,
RPWQMLSJOHNFFBH07CA,坡道平面,1400000,31.29
RPOOMLKMNHNFFBH08CA,坡道平面,0,
RPURMLPLNHNFFBH76CA,坡道平面,0,
RPVNMLTLNHNFFBH86CA,坡道平面,0,29.70
RPRPMLSLNHNFFBH56CA,坡道平面,0,38.75
RPQNMLQLNHNFFBH68CA,坡道平面,0,31.38
RPSPMLSLNHNFFBH66CA,坡道平面,0,38.75
RPSNMLPLNHNFFBH78CA,坡道平面,1400000,
RPSNMLPLNHNFFBH78CA,坡道平面,1400000,
RPTPMLOKOHNFFAH88CA,坡道平面,1200000,27.09
RPUOMLKLOHNFFAH58CA,坡道平面,1250000,27.14
RPXOMLPLNHNFFBH76CA,坡道平面,0,24.11
RPQQMLMKOHNFFAH48CA,坡道平面,0,
RPVNMLKLOHNFFAH58CA,坡道平面,1900000,27.48
RPPONLSJOHNFFAH78CA,坡道平面,1900000,33.84
RPSNMLPLOHNFFAH78CA,坡道平面,1650000,31.10
RPSNMLOJOHNFFAH48CA,坡道平面,0,
RPPNMLPJOHNFFAH28CA,坡道平面,800000,29.14
RPPNMLPJOHNFFAH28CA,坡道平面,800000,29.14
RPOQMLTLNHNFFAH98CA,坡道平面,1750000,29.07
RPQNMLPJOHNFFAH38CA,坡道平面,800000,29.14
RPSQMLTLNHNFFAH76CA,坡道平面,0,32.20
RPWPMLKMNHNFFAH88CA,坡道平面,0,18.23
RPWPMLKMNHNFFAH88CA,坡道平面,0,18.23
RPPPMLPLNHNFFAH58CA,坡道平面,0,
RPPPMLPLNHNFFAH58CA,坡道平面,0,
RPSNNLSJOHNFFAH98CA,坡道平面,0,
RPPNMLQLNHNFFAH48CA,坡道平面,0,32.44
RPRNMLTLNHNFFAH98CA,坡道平面,0,18.23
RPRNMLTLNHNFFAH98CA,坡道平面,0,18.23
RPPNMLTLNHNFFAH78CA,坡道平面,0,18.23
RPPNMLTLNHNFFAH78CA,坡道平面,0,18.23
RPPNMLTLNHNFFAH78CA,坡道平面,0,18.23
RPQNMLTLNHNFFAH88CA,坡道平面,0,18.23
RPQNMLTLNHNFFAH88CA,坡道平面,0,18.23
RPSPMLPKOHNFFAH88CA,坡道平面,1800000,27.48
RPQNMLRKOHNFFAH68CA,坡道平面,0,
RPTPMLPKOHNFFAH98CA,坡道平面,1800000,27.48
RPUQMLTLNHNFFAH96CA,坡道平面,0,
RPUOMLOJOHNFFAH78CA,坡道平面,0,14.28
RPQPMLKLOHNFFAH28CA,坡道平面,650000,26.65
RPRWMLSJOHNFFAH07CA,坡道平面,900000,44.67
RPRPMLLJOHNFFAH28CA,其他,1000000,29.55
RPUPMLPKOHNFFAH09CA,坡道平面,1900000,27.48
RPPNMLRKOHNFFAH58CA,坡道平面,0,
RPPNMLSKOHNFFAH68CA,坡道平面,0,28.71
RPPNMLSKOHNFFAH68CA,坡道平面,0,28.71
RPPNMLSKOHNFFAH68CA,坡道平面,0,28.71
RPSNMLLMNHNFFAH38CA,坡道平面,0,20.46
RPTPMLMKOHNFFAH68CA,坡道平面,1750000,48.62
RPSPMLMKOHNFFAH58CA,坡道平面,1800000,48.62
RPRNMLQKOHNFFAH68CA,坡道平面,0,28.71
RPRNMLQKOHNFFAH68CA,坡道平面,0,28.71
RPRNMLQKOHNFFAH68CA,坡道平面,0,28.71
RPSPMLOKOHNFFAH78CA,坡道平面,0,25.37
RPSPMLOKOHNFFAH78CA,坡道平面,0,25.37
RPSPMLOKOHNFFAH78CA,坡道平面,0,25.37
RPWWMLSJOHNFFAH57CA,坡道平面,1100000,36.58
RPUPMLSLNHNFFBH86CA,坡道平面,0,34.34
RPOOMLSLNHNFFBH78CA,坡道平面,0,
RPQSMLTLNHNFFBH86CA,坡道平面,1200000,29.09
RPVSMLPLNHNFFBH96CA,坡道平面,1900000,36.37
RPTPMLLJOHNFFBH58CA,坡道平面,0,
RPSSMLTLNHNFFBH07CA,坡道平面,1400000,29.09
RPSSMLTLNHNFFBH07CA,坡道平面,1400000,29.09
RPUNMLPJOHNFFBH88CA,坡道平面,1250000,33.65
RPXNMLPJOHNFFBH56CA,坡道平面,1250000,33.65
RPORMLSJOHNFFBH98CA,坡道平面,1350000,31.29
RPVNMLPJOHNFFBH98CA,坡道平面,1200000,33.65
RPSNMLTJOHNFFBH09CA,坡道平面,0,
RPPQMLKLOHNFFBH38CA,坡道平面,1250000,33.13
RPPNMLSKOHNFFBH78CA,坡道平面,1450000,40.14
RPQNMLTLNHNFFCH09CA,坡道平面,1100000,29.94
RPQQMLOKOHNFFBH78CA,坡道平面,1200000,34.53
RPPNMLNLOHNFFBH38CA,坡道平面,0,
RPROMLSLNHNFFDH66CA,坡道平面,0,
RPSOMLSLNHNFFDH76CA,坡道機械,0,
RPRNMLPJOHNFFDH78CA,坡道平面,1100000,
RPOPMLLKOHNFFDH38CA,坡道平面,1300000,29.13
RPXOMLLKOHNFFDH56CA,坡道平面,1300000,29.13
RPXNMLSLNHNFFEH27CA,坡道平面,0,
RPWOMLSLNHNFFEH27CA,升降機械,0,7.36
RPQNMLTLNHNFFEH66CA,坡道平面,1250000,29.91
RPQNMLTLNHNFFEH66CA,坡道平面,1350000,31.66
RPTOMLKMNHNFFEH88CA,坡道平面,1000000,32.23
RPTOMLKMNHNFFEH88CA,坡道平面,1000000,32.23
RPTOMLKMNHNFFEH88CA,坡道平面,1000000,32.23
RPSNMLTLNHNFFEH86CA,坡道平面,0,28.98
RPQNMLKMNHNFFEH48CA,坡道平面,0,29.17
RPRNMLKMNHNFFEH58CA,一樓平面,0,
RPPOMLPJOHNFFEH78CA,坡道平面,1350000,30.57
RPPOMLPJOHNFFEH78CA,坡道平面,1350000,30.58
RPQOMLPJOHNFFEH88CA,坡道平面,1500000,30.57
RPRPMLQJOHNFFEH56CA,一樓平面,0,
RPRNMLLMNHNFFFH78CA,坡道平面,1000000,34.77
RPROMLPJOHNFFEH98CA,坡道平面,1300000,30.57
RPROMLPJOHNFFEH98CA,坡道平面,1300000,30.58
RPSOMLPJOHNFFEH09CA,坡道平面,1300000,30.57
RPSOMLPJOHNFFEH09CA,坡道平面,1300000,30.58
RPQNMLLMNHNFFFH68CA,坡道平面,1000000,34.77
RPOQMLQJOHNFFEH98CA,坡道平面,1000000,46.10
RPTOMLPJOHNFFEH56CA,坡道平面,1300000,30.57
RPTOMLPJOHNFFEH56CA,坡道平面,1300000,30.58
RPSOMLOKOHNFFFH56CA,坡道平面,1500000,23.77
RPSNMLTLNHNFFFH96CA,坡道平面,0,
RPSNMLTLNHNFFFH96CA,坡道平面,0,
RPXNMLPKOHNFFGH17CA,坡道平面,600000,28.64
RPTNMLSLNHNFFHH17CA,坡道平面,0,30.52
RPWOMLMKOHNFFHH96CA,坡道平面,1500000,30.30
RPPNMLKMNHNFFGH58CA,坡道平面,0,41.85
RPROMLSLNHNFFAH09DA,坡道平面,0,
RPTNMLLKOHNFFHH09CA,坡道平面,0,35.83
RPTNMLLKOHNFFHH09CA,坡道平面,0,35.83
RPRPMLLJOHNFFBH48DA,坡道平面,1300000,29.84
RPRPMLQJOHNFFAH88DA,坡道平面,0,
RPSPMLLJOHNFFBH58DA,坡道平面,1200000,
RPTQMLOJOHNFFBH09DA,坡道平面,1300000,33.72
RPPPMLOJOHNFFDH88EA,坡道平面,300000,41.33
RPWOMLMLOHNFFFH86CA,坡道平面,0,20.01
RPWNMLOJOHNFFFH86DA,坡道平面,0,29.67
RPUQMLMJPHNFFAH09EA,坡道平面,0,29.96
RPUQMLMJPHNFFAH09EA,坡道平面,0,29.96
RPQNMLOJOHNFFEH78DA,坡道平面,0,31.73
RPOOMLOJOHNFFAH28DA,坡道平面,1500000,33.33
RPSNMLKMNHNFFHH98CA,坡道平面,0,28.83
RPSNMLKMNHNFFHH98CA,坡道平面,0,28.83
